flat,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,hawker,hawker_dist,num_hawker_2km,school,school_dist,num_school_2km
393 TAMPINES AVE 7,TAMPINES EAST MRT STATION,0.286,5,0.361,16,Market Street Food Centre,1.751,1,East Spring Primary School,0.593,10
606 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.605,4,0.247,14,Blks 20/21 Marsiling Lane,2.354,0,Woodlands Ring Primary School,0.199,10
49 HOY FATT RD,REDHILL MRT STATION,0.613,5,0.253,18,ABC Brickworks Market & Food Centre,0.404,6,Gan Eng Seng Primary School,0.475,7
295A COMPASSVALE CRES,COMPASSVALE LRT STATION,0.438,27,0.498,20,Market Street Food Centre,4.576,0,Punggol Green Primary School,0.402,18
46 SENG POH RD,TIONG BAHRU MRT STATION,0.557,11,0.263,24,Tiong Bahru Market,0.113,14,Zhangde Primary School,0.621,7
547 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.335,4,0.096,9,Blks 20/21 Marsiling Lane,2.308,0,Innova Primary School,0.296,10
534 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.941,2,0.327,15,Chomp Chomp Food Centre,1.422,2,Rosyth School,0.154,7
478 SEMBAWANG DR,SEMBAWANG MRT STATION,0.546,1,0.09,13,Chong Pang Market & Food Centre,2.633,0,Canberra Primary School,0.146,7
150A BISHAN ST 11,BISHAN MRT STATION,1.046,9,0.46,15,Blk 210 Toa Payoh Lorong 8,0.49,5,First Toa Payoh Primary School,0.469,12
350A CANBERRA RD,SEMBAWANG MRT STATION,0.177,1,0.238,12,Chong Pang Market & Food Centre,2.242,0,Wellington Primary School,0.241,5
579 HOUGANG AVE 4,BUANGKOK MRT STATION,0.891,10,0.198,18,Market Street Food Centre,2.207,0,Yio Chu Kang Primary School,0.131,16
94E BEDOK NTH AVE 4,TANAH MERAH MRT STATION,0.906,5,0.335,19,Blk 58 New Upper Changi Road,1.007,8,Red Swastika School,0.732,8
26 TELOK BLANGAH CRES,TELOK BLANGAH MRT STATION,1.208,6,0.133,16,Blk 11 Telok Blangah Crescent,0.078,7,Radin Mas Primary School,0.623,6
207D PUNGGOL PL,PUNGGOL MRT STATION,0.425,26,0.162,19,Market Street Food Centre,4.908,0,Punggol Green Primary School,0.236,16
137 LOR AH SOO,BARTLEY MRT STATION,1.031,5,0.683,13,Market Street Food Centre,1.111,2,Paya Lebar Methodist Girls' School (Primary),0.191,6
570C WOODLANDS AVE 1,WOODLANDS MRT STATION,0.556,5,0.069,11,Blks 20/21 Marsiling Lane,1.96,2,Woodgrove Primary School,0.193,11
140 BEDOK NTH ST 2,BEDOK RESERVOIR MRT STATION,0.827,4,0.237,18,Blk 216 Bedok North Street 1,0.395,8,Red Swastika School,0.393,7
718 BEDOK RESERVOIR RD,BEDOK RESERVOIR MRT STATION,0.719,5,0.325,17,Blk 538 Bedok North Street 3,0.52,4,Damai Primary School,0.515,8
270 BISHAN ST 24,BISHAN MRT STATION,0.949,5,0.183,15,Blk 320 Shunfu Road,0.791,3,Catholic High School (Primary),0.364,10
413 TAMPINES ST 41,TAMPINES MRT STATION,0.561,6,0.39,16,Market Street Food Centre,1.561,1,Tampines North Primary School,0.368,13
171 GANGSA RD,PETIR LRT STATION,0.139,15,0.314,12,Bukit Timah Market,4.499,0,Zhenghua Primary School,0.333,8
272B JURONG WEST ST 24,BOON LAY MRT STATION,1.325,3,0.251,8,Blk 505 Jurong West Street 52,1.514,1,Corporation Primary School,0.309,9
170 BISHAN ST 13,BISHAN MRT STATION,0.733,7,0.5,11,Blk 210 Toa Payoh Lorong 8,0.687,7,Kuo Chuan Presbyterian Primary School,0.313,13
472 JURONG WEST ST 41,LAKESIDE MRT STATION,0.459,2,0.203,8,Blk 505 Jurong West Street 52,0.482,3,Shuqun Primary School,0.12,7
126 HOUGANG AVE 1,KOVAN MRT STATION,0.882,5,0.579,12,Market Street Food Centre,0.76,2,Paya Lebar Methodist Girls' School (Primary),0.315,8
114 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.874,10,0.63,18,Blk 210 Toa Payoh Lorong 8,1.013,5,Pei Chun Public School,0.862,13
250 TAMPINES ST 21,TAMPINES MRT STATION,0.387,6,0.41,16,Market Street Food Centre,0.878,1,Yumin Primary School,0.25,11
741 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.714,4,0.29,14,Blks 20/21 Marsiling Lane,2.073,0,Evergreen Primary School,0.142,10
129 PASIR RIS ST 11,PASIR RIS MRT STATION,1.008,4,0.439,14,Market Street Food Centre,2.639,0,White Sands Primary School,0.599,10
290B BT BATOK ST 24,BUKIT BATOK MRT STATION,0.99,4,0.355,16,Market Street Food Centre,2.102,0,Keming Primary School,0.219,7
402 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,1.133,4,0.504,16,Blk 409 Ang Mo Kio Ave 10,0.13,4,Townsville Primary School,0.229,11
702 CHOA CHU KANG ST 53,YEW TEE MRT STATION,0.665,6,0.282,10,Market Street Food Centre,5.414,0,Kranji Primary School,0.275,9
822 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.559,4,0.049,16,Market Street Food Centre,1.2,2,Junyuan Primary School,0.554,10
103 RIVERVALE WALK,KANGKAR LRT STATION,0.158,15,0.227,14,Market Street Food Centre,3.128,0,North Spring Primary School,0.51,16
495C TAMPINES ST 43,TAMPINES EAST MRT STATION,0.847,4,0.363,17,Market Street Food Centre,2.123,0,Tampines North Primary School,0.444,13
175B PUNGGOL FIELD,MERIDIAN LRT STATION,0.1,22,0.143,15,Market Street Food Centre,4.962,0,Edgefield Primary School,0.272,14
223 YISHUN ST 21,YISHUN MRT STATION,0.549,2,0.198,15,Chong Pang Market & Food Centre,0.85,2,Yishun Primary School,0.201,9
101 BT PURMEI RD,HARBOURFRONT MRT STATION,0.813,6,0.872,12,Blk 112 Jalan Bukit Merah,0.945,5,Radin Mas Primary School,0.421,6
408 TAMPINES ST 41,TAMPINES MRT STATION,0.479,6,0.321,17,Market Street Food Centre,1.484,1,Tampines North Primary School,0.428,13
313B ANCHORVALE RD,TONGKANG LRT STATION,0.329,17,0.624,17,Market Street Food Centre,3.574,0,Anchor Green Primary School,0.144,16
324 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.684,7,0.256,15,Market Street Food Centre,1.822,1,East Spring Primary School,0.251,9
510 JELAPANG RD,SEGAR LRT STATION,0.073,11,0.098,10,Bukit Timah Market,5.38,0,Greenridge Primary School,0.23,7
359A ADMIRALTY DR,SEMBAWANG MRT STATION,0.506,2,0.164,17,Chong Pang Market & Food Centre,2.428,0,Canberra Primary School,0.184,8
738 YISHUN ST 72,YISHUN MRT STATION,0.282,2,0.282,16,Chong Pang Market & Food Centre,0.494,2,Jiemin Primary School,0.294,10
206C COMPASSVALE LANE,RANGGUNG LRT STATION,0.289,16,0.493,16,Market Street Food Centre,3.323,0,Seng Kang Primary School,0.386,17
200 BOON LAY DR,LAKESIDE MRT STATION,0.713,3,0.448,12,Blk 505 Jurong West Street 52,0.845,2,Boon Lay Garden Primary School,0.159,9
650 ANG MO KIO ST 61,YIO CHU KANG MRT STATION,0.512,2,0.528,11,Blk 724 Ang Mo Kio Ave 6,0.74,2,Mayflower Primary School,0.156,6
283 TAMPINES ST 22,SIMEI MRT STATION,0.602,8,0.176,16,Market Street Food Centre,0.984,1,Angsana Primary School,0.117,9
535 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.663,6,0.123,10,Market Street Food Centre,5.336,0,De La Salle School,0.381,8
4 BEDOK STH AVE 1,BEDOK MRT STATION,0.417,3,0.254,19,Blk 16 Bedok South Road,0.318,8,Bedok Green Primary School,0.509,7
824 JURONG WEST ST 81,PIONEER MRT STATION,1.038,2,0.586,8,Blk 505 Jurong West Street 52,2.729,0,Pioneer Primary School,0.286,8
201 PETIR RD,PENDING LRT STATION,0.646,11,0.705,9,Bukit Timah Market,3.583,0,Bukit Panjang Primary School,0.68,5
260 BISHAN ST 22,BISHAN MRT STATION,1.175,4,0.319,16,Blk 320 Shunfu Road,1.018,3,Catholic High School (Primary),0.62,12
124 BT MERAH LANE 1,QUEENSTOWN MRT STATION,1.033,6,0.35,13,Alexandra Village Food Centre,0.119,5,Queenstown Primary School,1.169,4
326 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.598,6,0.275,15,Market Street Food Centre,1.754,1,East Spring Primary School,0.338,9
163 BEDOK STH RD,TANAH MERAH MRT STATION,0.826,2,0.753,11,Blk 58 New Upper Changi Road,0.787,7,Temasek Primary School,0.251,3
179 TOA PAYOH CTRL,TOA PAYOH MRT STATION,0.321,6,0.103,21,Blk 75 Toa Payoh Lorong 5,0.396,6,Kheng Cheng School,0.502,10
248 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.792,3,0.298,15,Market Street Food Centre,2.229,0,Lianhua Primary School,0.517,7
315A YISHUN AVE 9,YISHUN MRT STATION,0.883,2,0.256,15,Chong Pang Market & Food Centre,1.544,2,Xishan Primary School,0.529,9
888A TAMPINES ST 81,TAMPINES WEST MRT STATION,0.999,4,0.396,12,Market Street Food Centre,1.628,2,Poi Ching School,0.928,7
486 SEGAR RD,SEGAR LRT STATION,0.276,11,0.253,8,Bukit Timah Market,5.527,0,Greenridge Primary School,0.564,6
708 CHOA CHU KANG ST 53,YEW TEE MRT STATION,0.654,9,0.423,11,Market Street Food Centre,5.422,0,Kranji Primary School,0.218,9
135 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.587,3,0.376,19,Market Street Food Centre,1.164,1,Princess Elizabeth Primary School,0.477,8
486C TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.421,6,0.491,18,Market Street Food Centre,2.053,0,East Spring Primary School,0.839,10
202B PUNGGOL FIELD,COVE LRT STATION,0.185,25,0.477,17,Market Street Food Centre,4.881,0,Edgefield Primary School,0.408,16
915 JURONG WEST ST 91,PIONEER MRT STATION,1.125,2,0.413,8,Blk 505 Jurong West Street 52,3.532,0,Xingnan Primary School,0.161,7
280 TOH GUAN RD,JURONG EAST MRT STATION,0.98,4,0.604,18,Market Street Food Centre,1.115,1,Yuhua Primary School,0.736,7
175A PUNGGOL FIELD,MERIDIAN LRT STATION,0.055,22,0.101,15,Market Street Food Centre,4.946,0,Mee Toh School,0.311,14
202 BT BATOK ST 21,BUKIT BATOK MRT STATION,0.298,5,0.297,19,Market Street Food Centre,1.241,1,Bukit View Primary School,0.586,8
866 TAMPINES ST 83,TAMPINES MRT STATION,0.956,4,0.131,10,Market Street Food Centre,1.497,1,Poi Ching School,0.386,8
491G TAMPINES ST 45,TAMPINES EAST MRT STATION,0.821,4,0.387,17,Market Street Food Centre,2.288,0,Tampines North Primary School,0.714,12
159 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.903,2,0.731,12,Blk 58 New Upper Changi Road,0.758,7,Temasek Primary School,0.148,3
287 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.444,6,0.188,10,Market Street Food Centre,3.942,0,Chua Chu Kang Primary School,0.133,6
713 CLEMENTI WEST ST 2,CLEMENTI MRT STATION,1.243,2,0.256,9,Blk 726 Clementi West Street 2,0.233,3,Qifa Primary School,1.174,4
291B COMPASSVALE ST,COMPASSVALE LRT STATION,0.265,25,0.294,20,Market Street Food Centre,4.292,0,Compassvale Primary School,0.171,18
155 JLN TECK WHYE,PHOENIX LRT STATION,0.105,17,0.351,17,Market Street Food Centre,4.476,0,West View Primary School,0.626,11
832 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.608,4,0.111,14,Market Street Food Centre,1.153,2,Junyuan Primary School,0.492,11
320 UBI AVE 1,UBI MRT STATION,0.576,10,0.287,15,Blk 4A Eunos Crescent,0.937,3,Maha Bodhi School,0.334,6
88 BEDOK NTH ST 4,BEDOK RESERVOIR MRT STATION,0.904,5,0.165,20,Blk 216 Bedok North Street 1,0.943,8,Red Swastika School,0.569,8
12 DOVER CL EAST,BUONA VISTA MRT STATION,0.546,7,0.352,16,Blk 20 Ghim Moh Road,0.717,5,Fairfield Methodist School (Primary),0.494,3
226 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,1.264,2,0.186,13,Blk 724 Ang Mo Kio Ave 6,1.027,4,Ang Mo Kio Primary School,0.223,9
18 CANTONMENT CL,OUTRAM PARK MRT STATION,0.649,13,0.457,16,Blk 6 Tanjong Pagar Plaza,0.514,10,Cantonment Primary School,0.184,4
110 SPOTTISWOODE PK RD,OUTRAM PARK MRT STATION,0.763,11,0.787,17,Blk 6 Tanjong Pagar Plaza,0.82,11,Cantonment Primary School,0.443,4
408 WOODLANDS ST 41,MARSILING MRT STATION,0.448,4,0.32,6,Blks 20/21 Marsiling Lane,1.693,2,Marsiling Primary School,0.569,3
261C PUNGGOL WAY,SOO TECK LRT STATION,0.1,20,0.046,16,Market Street Food Centre,5.275,0,Valour Primary School,0.32,13
819 WOODLANDS ST 82,WOODLANDS MRT STATION,0.636,4,0.194,14,Blks 20/21 Marsiling Lane,1.526,2,Qihua Primary School,0.276,11
606 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.604,6,0.099,16,Blk 538 Bedok North Street 3,1.208,4,Telok Kurau Primary School,0.32,7
157 HOUGANG ST 11,SERANGOON MRT STATION,0.775,6,0.127,12,Market Street Food Centre,0.975,4,Paya Lebar Methodist Girls' School (Primary),0.705,9
246 SERANGOON AVE 3,SERANGOON MRT STATION,0.334,6,0.248,9,Serangoon Garden Market,1.277,5,Yangzheng Primary School,0.381,12
302 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.429,2,0.185,12,Market Street Food Centre,1.92,1,Dazhong Primary School,0.228,7
742 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.665,4,0.301,14,Blks 20/21 Marsiling Lane,2.095,0,Evergreen Primary School,0.164,10
138 YISHUN RING RD,YISHUN MRT STATION,0.544,2,0.233,16,Chong Pang Market & Food Centre,0.232,2,Ahmad Ibrahim Primary School,0.31,10
114 LOR 3 GEYLANG,KALLANG MRT STATION,0.296,11,0.209,25,Kallang Estate Market,1.203,9,Geylang Methodist School (Primary),1.283,4
496G TAMPINES AVE 9,TAMPINES EAST MRT STATION,0.679,5,0.289,19,Market Street Food Centre,1.831,1,Tampines North Primary School,0.21,14
124B BT MERAH VIEW,TIONG BAHRU MRT STATION,0.448,4,0.404,16,Blk 115 Bukit Merah View,0.144,8,Zhangde Primary School,0.339,7
350 YISHUN AVE 11,YISHUN MRT STATION,1.121,2,0.278,16,Chong Pang Market & Food Centre,1.872,2,Huamin Primary School,0.165,10
855 JURONG WEST ST 81,PIONEER MRT STATION,1.04,2,0.585,9,Blk 505 Jurong West Street 52,2.495,0,Pioneer Primary School,0.25,9
302C PUNGGOL PL,PUNGGOL LRT STATION,0.292,23,0.171,17,Market Street Food Centre,5.468,0,Punggol View Primary School,0.051,14
662A JURONG WEST ST 64,BOON LAY MRT STATION,0.419,2,0.396,9,Taman Jurong Market & Food Centre,2.111,0,Frontier Primary School,0.342,10
602 HOUGANG AVE 4,HOUGANG MRT STATION,0.606,5,0.238,20,Market Street Food Centre,1.347,2,Montfort Junior School,0.391,11
508 BT BATOK ST 52,BUKIT BATOK MRT STATION,0.665,3,0.624,16,Market Street Food Centre,2.111,0,Lianhua Primary School,0.188,6
296E CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.451,7,0.16,11,Market Street Food Centre,3.743,0,Chua Chu Kang Primary School,0.164,6
780F WOODLANDS CRES,ADMIRALTY MRT STATION,0.795,2,0.063,16,Blks 20/21 Marsiling Lane,2.699,0,Riverside Primary School,0.111,10
264F COMPASSVALE BOW,BUANGKOK MRT STATION,0.266,13,0.172,16,Market Street Food Centre,2.702,0,North Vista Primary School,0.149,16
525A PASIR RIS ST 51,PASIR RIS MRT STATION,0.471,4,0.088,16,Market Street Food Centre,2.651,0,Elias Park Primary School,0.635,10
765 BEDOK RESERVOIR VIEW,BEDOK RESERVOIR MRT STATION,0.427,4,0.462,22,Market Street Food Centre,0.674,8,Red Swastika School,0.353,8
50 CHAI CHEE ST,BEDOK NORTH MRT STATION,0.78,5,0.485,21,Blk 538 Bedok North Street 3,0.392,6,Damai Primary School,0.693,7
33 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.649,7,0.577,16,Tanglin Halt Market,0.445,6,New Town Primary School,0.39,3
467A ADMIRALTY DR,SEMBAWANG MRT STATION,0.756,2,0.222,18,Chong Pang Market & Food Centre,2.743,0,Canberra Primary School,0.226,8
244 BISHAN ST 22,BISHAN MRT STATION,1.138,4,0.358,16,Blk 320 Shunfu Road,1.237,3,Catholic High School (Primary),0.666,12
297B COMPASSVALE ST,COMPASSVALE LRT STATION,0.061,25,0.463,20,Market Street Food Centre,4.277,0,Compassvale Primary School,0.352,18
234 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,1.469,2,0.042,12,Sembawang Hill Food Centre,1.021,3,Ang Mo Kio Primary School,0.408,8
418 BEDOK NTH AVE 2,BEDOK MRT STATION,0.507,4,0.341,21,Blk 216 Bedok North Street 1,0.391,7,Fengshan Primary School,0.231,6
65 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.373,5,0.178,12,Blk 11 Telok Blangah Crescent,0.986,5,Blangah Rise Primary School,0.303,4
310 BT BATOK ST 32,BUKIT GOMBAK MRT STATION,0.357,3,0.169,12,Market Street Food Centre,2.171,0,Dazhong Primary School,0.065,5
117 TECK WHYE LANE,KEAT HONG LRT STATION,0.267,13,0.153,14,Market Street Food Centre,4.267,0,Teck Whye Primary School,0.502,10
427 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.56,2,0.376,14,Blk 409 Ang Mo Kio Ave 10,0.741,4,Jing Shan Primary School,0.42,7
40 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.76,4,0.765,14,Blk 11 Telok Blangah Crescent,0.775,5,Radin Mas Primary School,0.333,6
862A TAMPINES ST 83,TAMPINES MRT STATION,0.726,3,0.247,13,Market Street Food Centre,1.402,1,Poi Ching School,0.319,9
506 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.701,2,0.42,17,Chomp Chomp Food Centre,1.447,4,Rosyth School,0.149,7
736 PASIR RIS DR 10,PASIR RIS MRT STATION,1.518,1,0.116,6,Market Street Food Centre,3.877,0,Park View Primary School,0.353,4
54 HAVELOCK RD,TIONG BAHRU MRT STATION,0.423,10,0.275,28,Beo Crescent Market,0.216,12,Alexandra Primary School,0.58,7
522 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.892,1,0.249,15,Chomp Chomp Food Centre,1.203,2,Rosyth School,0.181,8
214 PETIR RD,PENDING LRT STATION,0.419,13,0.394,10,Bukit Timah Market,3.926,0,Bukit Panjang Primary School,0.627,7
147 MEI LING ST,QUEENSTOWN MRT STATION,0.123,3,0.427,12,Alexandra Village Food Centre,0.887,4,Queenstown Primary School,0.324,3
231 TAMPINES ST 21,TAMPINES MRT STATION,0.537,6,0.36,18,Market Street Food Centre,1.273,1,Gongshang Primary School,0.143,12
452A SENGKANG WEST WAY,FERNVALE LRT STATION,0.273,7,0.271,8,Chomp Chomp Food Centre,3.36,0,Sengkang Green Primary School,0.112,6
227B COMPASSVALE DR,KANGKAR LRT STATION,0.392,19,0.269,16,Market Street Food Centre,3.512,0,Seng Kang Primary School,0.274,18
269 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.432,2,0.159,11,Market Street Food Centre,3.063,0,White Sands Primary School,0.316,6
240 BT PANJANG RING RD,BANGKIT LRT STATION,0.177,14,0.194,9,Bukit Timah Market,4.443,0,Zhenghua Primary School,0.214,7
205 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.263,12,0.378,14,Market Street Food Centre,4.311,0,South View Primary School,0.267,8
552 HOUGANG ST 51,BUANGKOK MRT STATION,0.543,11,0.287,17,Market Street Food Centre,2.233,0,Punggol Primary School,0.473,16
169B PUNGGOL FIELD,CORAL EDGE LRT STATION,0.184,13,0.161,11,Market Street Food Centre,4.896,0,Greendale Primary School,0.409,12
28 JLN BT MERAH,REDHILL MRT STATION,0.862,5,0.162,16,ABC Brickworks Market & Food Centre,0.187,6,Gan Eng Seng Primary School,0.652,6
839 TAMPINES ST 83,TAMPINES WEST MRT STATION,0.763,4,0.223,11,Market Street Food Centre,1.295,1,Junyuan Primary School,0.639,11
354 HOUGANG AVE 7,HOUGANG MRT STATION,0.796,6,0.583,12,Market Street Food Centre,2.095,0,CHIJ Our Lady of the Nativity,0.229,11
265A COMPASSVALE LINK,BUANGKOK MRT STATION,0.251,13,0.165,16,Market Street Food Centre,2.761,0,North Vista Primary School,0.098,16
109A DEPOT RD,TELOK BLANGAH MRT STATION,1.129,4,0.096,13,ABC Brickworks Market & Food Centre,0.671,5,Blangah Rise Primary School,0.542,5
919 JURONG WEST ST 91,PIONEER MRT STATION,1.143,2,0.507,7,Blk 505 Jurong West Street 52,3.623,0,Juying Primary School,0.11,7
504C YISHUN ST 51,KHATIB MRT STATION,1.168,2,0.743,13,Chong Pang Market & Food Centre,2.231,0,Northland Primary School,0.435,8
706 HOUGANG AVE 2,HOUGANG MRT STATION,0.72,3,0.694,18,Market Street Food Centre,0.813,2,Holy Innocents' Primary School,0.618,12
233 CHOA CHU KANG CTRL,SOUTH VIEW LRT STATION,0.22,11,0.453,14,Market Street Food Centre,4.208,0,South View Primary School,0.188,8
228 LOR 8 TOA PAYOH,WOODLEIGH MRT STATION,1.339,8,0.361,18,Blk 210 Toa Payoh Lorong 8,0.451,5,First Toa Payoh Primary School,0.384,10
969 HOUGANG ST 91,TONGKANG LRT STATION,1.367,6,0.232,17,Chomp Chomp Food Centre,2.16,0,Hougang Primary School,0.211,12
504D MONTREAL DR,SEMBAWANG MRT STATION,0.454,1,0.552,9,Chong Pang Market & Food Centre,2.125,0,Wellington Primary School,0.239,5
408 JURONG WEST ST 42,LAKESIDE MRT STATION,1.177,2,0.497,6,Blk 505 Jurong West Street 52,0.729,1,Shuqun Primary School,0.797,6
120 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.552,2,0.132,12,Blk 724 Ang Mo Kio Ave 6,0.317,3,Ang Mo Kio Primary School,0.558,9
154 BISHAN ST 13,BISHAN MRT STATION,0.835,9,0.645,14,Blk 210 Toa Payoh Lorong 8,0.707,6,Kuo Chuan Presbyterian Primary School,0.283,12
209 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.385,2,0.34,11,Market Street Food Centre,3.008,0,White Sands Primary School,0.134,6
39 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.704,4,0.756,13,Blk 11 Telok Blangah Crescent,0.755,5,Radin Mas Primary School,0.401,6
22 EUNOS CRES,EUNOS MRT STATION,0.565,9,0.426,20,Blk 4A Eunos Crescent,0.545,8,Eunos Primary School,0.273,6
93 WHAMPOA DR,BOON KENG MRT STATION,0.829,11,0.179,28,Pek Kio Market & Food Centre,0.849,8,Hong Wen School,0.32,7
148 RIVERVALE CRES,RUMBIA LRT STATION,0.115,21,0.208,18,Market Street Food Centre,4.1,0,Rivervale Primary School,0.301,18
333 KANG CHING RD,LAKESIDE MRT STATION,0.583,3,0.599,14,Taman Jurong Market & Food Centre,0.564,3,Lakeside Primary School,0.597,6
155 SIMEI RD,UPPER CHANGI MRT STATION,0.486,6,0.618,17,Market Street Food Centre,1.513,1,Angsana Primary School,0.83,7
48 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.834,8,0.311,17,Blk 75 Toa Payoh Lorong 5,0.134,5,Pei Chun Public School,0.23,10
577 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.507,4,0.31,11,Blks 20/21 Marsiling Lane,2.577,0,Woodlands Ring Primary School,0.452,10
317 BT BATOK ST 32,BUKIT GOMBAK MRT STATION,0.519,4,0.336,13,Market Street Food Centre,2.193,0,Dazhong Primary School,0.186,6
197 BISHAN ST 13,BISHAN MRT STATION,0.303,7,0.113,13,Blk 210 Toa Payoh Lorong 8,1.056,7,Guangyang Primary School,0.404,13
288C JURONG EAST ST 21,JURONG EAST MRT STATION,0.716,4,0.616,18,Market Street Food Centre,0.775,1,Yuhua Primary School,0.448,6
540 JELAPANG RD,SENJA LRT STATION,0.152,14,0.315,11,Bukit Timah Market,5.043,0,West View Primary School,0.376,9
129 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.834,2,0.154,12,Blk 724 Ang Mo Kio Ave 6,0.556,3,Ang Mo Kio Primary School,0.278,9
402 BT BATOK WEST AVE 7,BUKIT GOMBAK MRT STATION,1.077,5,0.342,15,Market Street Food Centre,2.455,0,Dazhong Primary School,0.771,6
315A PUNGGOL WAY,SUMANG LRT STATION,0.166,18,0.228,15,Market Street Food Centre,5.58,0,Valour Primary School,0.279,11
184 JELEBU RD,BUKIT PANJANG MRT STATION,0.126,16,0.195,12,Bukit Timah Market,4.701,0,West View Primary School,0.502,9
450 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.032,5,0.358,9,Blk 505 Jurong West Street 52,3.843,0,Concord Primary School,0.054,6
801 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.191,5,0.412,18,Market Street Food Centre,0.763,2,Junyuan Primary School,0.154,12
118 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.844,9,0.594,16,Blk 210 Toa Payoh Lorong 8,1.012,5,Pei Chun Public School,0.814,13
215 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.708,4,0.383,19,Market Street Food Centre,0.402,2,Yuhua Primary School,0.429,5
474 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.454,5,0.063,19,Market Street Food Centre,1.843,1,Tampines North Primary School,0.457,13
66 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.999,2,0.686,12,Blk 58 New Upper Changi Road,0.701,7,Temasek Primary School,0.21,4
524 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.938,1,0.194,15,Chomp Chomp Food Centre,1.171,2,Rosyth School,0.24,8
541 BT PANJANG RING RD,SENJA LRT STATION,0.124,14,0.223,11,Bukit Timah Market,4.955,0,West View Primary School,0.385,9
289G BT BATOK ST 25,BUKIT BATOK MRT STATION,1.114,3,0.248,16,Bukit Timah Market,2.014,0,Keming Primary School,0.265,6
709 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.249,2,0.071,11,Blk 724 Ang Mo Kio Ave 6,0.172,2,Jing Shan Primary School,0.512,8
